transaction_id,amount,payment_method,merchant_category,transaction_hour,is_weekend,customer_age_days,customer_avg_amount,amount_deviation,transactions_last_10min,transactions_last_1h,transactions_last_24h,device_age_days,device_transaction_count,location_distance_km,ip_risk_score,failed_attempts_24h,previous_fraud_count,chargeback_history,account_velocity_score,fraud
TX_000082,1567.3,UPI,Grocery,5,0,805,550.65,2.84,3,6,11,289,19,6.96,0.036,0,0,0,0.265,0
TX_000083,4807.32,CARD,Fashion,2,0,1640,1296.57,3.7,1,6,11,58,17,50.6,0.316,1,0,0,0.298,0
TX_000084,653.1,NETBANKING,Grocery,5,1,1976,576.27,1.13,2,6,14,367,16,15.27,0.169,0,0,0,0.067,0
TX_000085,488.58,UPI,Electronics,2,0,421,1090.53,0.45,0,9,19,868,13,11.35,0.079,1,0,0,0.25,0
TX_000086,663.97,UPI,Services,5,1,838,686.86,0.97,2,5,10,454,21,27.83,0.072,0,0,0,0.157,0
TX_000087,2739.15,UPI,Gaming,16,0,414,179.67,15.16,6,12,20,616,20,15.05,0.345,0,0,0,0.496,0
TX_000088,1523.48,UPI,Services,11,0,601,819.93,1.86,1,6,14,67,16,44.5,0.177,1,0,0,0.401,0
TX_000089,645.64,UPI,Grocery,23,0,1381,477.5,1.35,1,6,13,972,17,7.29,0.056,0,0,0,0.59,0
TX_000090,1832.19,CARD,Grocery,20,1,1446,313.29,5.83,0,1,10,748,23,36.7,0.315,0,0,0,0.481,0
TX_000091,1208.43,NETBANKING,Services,7,0,1070,1174.11,1.03,0,4,16,1130,32,643.23,0.136,0,0,0,0.728,1
TX_000092,2888.94,UPI,Electronics,22,0,1631,279.4,10.3,2,4,14,344,26,108.78,0.062,0,0,0,0.33,0
TX_000093,543.45,UPI,Food,10,0,37,510.82,1.06,3,4,12,15,25,98.97,0.117,1,0,0,0.219,0
TX_000094,790.24,CARD,Travel,15,0,822,206.5,3.81,2,4,12,1482,27,238.65,0.076,1,0,0,0.482,0
TX_000095,740.92,NETBANKING,Fashion,14,0,279,220.08,3.35,0,3,15,840,14,34.69,0.099,1,0,0,0.195,0
TX_000096,253.78,UPI,Grocery,3,0,760,1099.43,0.23,1,8,21,991,19,59.18,0.084,1,0,0,0.326,0
TX_000097,1474.57,UPI,Electronics,7,0,539,428.43,3.43,1,3,6,1107,19,66.09,0.748,4,0,0,0.686,1
TX_000098,1423.76,NETBANKING,Gaming,8,1,1966,1034.91,1.37,2,4,14,931,25,112.51,0.11,0,0,0,0.314,0
TX_000099,1102.26,UPI,Electronics,0,1,395,7151.82,0.15,3,7,16,1067,24,95.01,0.255,1,0,0,0.361,0
TX_000100,867.32,UPI,Electronics,2,0,8,1259.24,0.69,1,5,16,1302,22,26.2,0.272,0,0,0,0.063,0
TX_000101,266.3,CARD,Food,3,0,34,461.92,0.58,6,8,20,1399,22,10.98,0.373,0,0,0,0.414,0
TX_000102,720.07,UPI,Travel,5,1,1910,1302.32,0.55,0,2,5,802,17,7.66,0.458,2,0,0,0.167,0
TX_000103,778.43,CARD,Services,11,0,871,801.67,0.97,0,3,12,331,21,44.52,0.316,0,0,0,0.208,0
TX_000104,491.63,CARD,Services,15,0,1240,683.12,0.72,1,3,10,507,17,6.82,0.146,0,0,0,0.421,0
TX_000105,933.29,CARD,Travel,6,0,479,1134.4,0.82,1,5,16,398,21,89.79,0.245,0,0,0,0.181,0
TX_000106,1642.63,UPI,Travel,18,1,535,1070.46,1.53,0,6,15,1153,27,14.74,0.318,2,0,0,0.314,0
TX_000107,7231.39,UPI,Grocery,19,0,181,965.17,7.48,1,7,11,129,15,7.95,0.079,0,0,0,0.41,0
TX_000108,1305.81,WALLET,Food,10,0,591,540.72,2.41,3,5,14,897,19,4.2,0.203,1,0,0,0.429,0
TX_000109,1418.78,NETBANKING,Food,10,0,785,341.28,4.15,1,2,13,1026,29,58.69,0.232,2,0,0,0.351,0
TX_000110,1017.96,UPI,Gaming,15,1,500,472.41,2.15,1,1,11,1018,14,100.94,0.033,0,0,0,0.141,0
TX_000111,160.97,UPI,Fashion,11,0,335,1426.47,0.11,1,5,11,1131,19,128.32,0.018,1,0,0,0.285,0
TX_000112,1067.94,UPI,Travel,4,0,498,310.9,3.42,14,29,61,268,17,70.44,0.053,1,0,0,0.991,1
TX_000113,1164.71,NETBANKING,Gaming,3,0,607,1730.68,0.67,3,7,13,1116,26,198.21,0.128,0,0,0,0.132,0
TX_000114,12877.57,CARD,Fashion,19,1,1399,217.61,58.91,2,4,12,687,24,48.31,0.279,1,0,0,0.434,0
TX_000115,904.73,CARD,Fashion,3,0,1075,1445.51,0.63,3,6,8,45,19,1.67,0.232,0,0,0,0.383,0
TX_000116,1482.59,CARD,Electronics,21,1,1152,149.57,9.85,2,6,14,1448,15,155.82,0.162,0,0,0,0.576,0
TX_000117,1059.22,NETBANKING,Travel,11,0,80,684.03,1.55,1,4,13,1005,24,2.44,0.588,0,0,0,0.302,0
TX_000118,340.81,WALLET,Services,3,1,525,172.8,1.96,2,5,15,59,21,7.96,0.151,2,0,0,0.282,0
TX_000119,3438.61,CARD,Travel,3,1,685,469.22,7.31,4,6,11,1223,17,9.51,0.175,0,0,0,0.577,0
TX_000120,2326.06,CARD,Food,20,1,1620,3316.78,0.7,3,4,14,1188,19,204.24,0.168,0,0,0,0.207,0
TX_000121,2418.81,UPI,Grocery,14,0,1249,985.2,2.45,2,6,20,1433,14,117.41,0.322,1,0,0,0.262,0
TX_000122,441.69,NETBANKING,Grocery,0,0,930,1175.8,0.38,2,5,13,790,27,4.14,0.078,0,0,1,0.118,0
TX_000123,4459.51,UPI,Services,18,0,437,616.2,7.23,2,3,11,881,13,56.92,0.287,0,0,0,0.569,0
TX_000124,269.93,CARD,Food,22,0,464,1202.54,0.22,2,8,14,958,22,30.9,0.46,0,0,0,0.203,0
TX_000125,1972.11,CARD,Fashion,16,1,548,745.73,2.64,0,2,10,267,25,17.67,0.063,0,0,0,0.294,0
TX_000126,9803.12,UPI,Food,1,0,1213,369.68,26.45,2,7,13,583,20,24.52,0.086,1,0,0,0.403,0
TX_000127,407.26,UPI,Electronics,11,0,1613,615.69,0.66,2,4,9,1288,23,34.42,0.068,1,0,0,0.108,0
TX_000128,622.47,UPI,Travel,16,0,414,573.57,1.08,2,4,10,1363,26,6.2,0.314,0,0,0,0.126,0
TX_000129,1211.54,UPI,Travel,11,0,54,1686.66,0.72,1,5,20,1443,20,47.79,0.168,0,0,0,0.435,0
TX_000130,662.83,CARD,Grocery,6,1,1555,630.06,1.05,2,4,13,981,20,60.41,0.218,0,0,0,0.592,0
TX_000131,232.6,UPI,Fashion,12,1,522,818.41,0.28,1,4,10,1482,19,10.59,0.141,1,0,0,0.232,0
TX_000132,1174.46,UPI,Services,23,0,1188,1000.22,1.17,1,3,9,1093,19,59.28,0.117,0,1,0,0.255,0
TX_000133,379.06,CARD,Electronics,17,0,1013,505.58,0.75,4,5,9,527,29,30.61,0.083,0,0,0,0.439,0
TX_000134,1760.92,UPI,Gaming,20,0,1911,550.29,3.19,5,7,13,1121,22,84.7,0.39,0,0,0,0.252,0
TX_000135,437.28,UPI,Gaming,10,0,1829,1164.98,0.38,2,4,14,859,13,69.52,0.203,0,0,0,0.341,0
TX_000136,7404.56,NETBANKING,Fashion,19,1,1670,602.61,12.27,0,3,10,456,24,23.58,0.15,0,2,0,0.705,1
TX_000137,501.07,UPI,Fashion,11,0,251,493.97,1.01,0,4,12,332,18,53.36,0.128,1,0,0,0.151,0
TX_000138,794.68,UPI,Grocery,5,0,1543,335.11,2.36,3,7,16,41,13,23.04,0.183,1,0,0,0.181,0
TX_000139,2473.82,NETBANKING,Grocery,13,0,990,599.21,4.12,14,29,48,906,37,102.4,0.238,1,3,0,0.742,1
TX_000140,320.26,UPI,Grocery,9,0,1830,491.0,0.65,0,4,9,1344,25,129.69,0.272,0,0,0,0.395,0
TX_000141,1376.72,UPI,Gaming,18,0,1906,697.72,1.97,1,4,12,905,23,59.43,0.036,0,0,0,0.385,0
TX_000142,9303.57,CARD,Travel,7,1,440,911.8,10.19,3,8,12,386,19,56.1,0.041,1,0,0,0.808,1
TX_000143,219.76,UPI,Services,14,0,1459,281.36,0.78,2,3,16,1260,24,117.76,0.235,1,0,0,0.588,0
TX_000144,1319.01,CARD,Electronics,5,1,790,189.56,6.92,0,2,14,1165,24,227.41,0.175,1,0,0,0.177,0
TX_000145,1422.09,UPI,Food,14,0,1486,654.74,2.17,0,3,12,896,17,38.05,0.277,0,0,0,0.153,0
TX_000146,2396.64,UPI,Gaming,23,1,1712,617.83,3.87,1,5,21,1010,18,59.22,0.062,0,0,0,0.238,0
TX_000147,318.32,CARD,Services,14,0,263,2755.3,0.12,0,2,13,300,16,6.23,0.116,0,0,0,0.206,0
TX_000148,292.82,UPI,Gaming,8,0,942,620.44,0.47,0,1,6,990,16,15.02,0.263,0,0,0,0.326,0
TX_000149,1848.15,UPI,Food,11,0,1703,591.17,3.12,1,4,8,565,16,82.42,0.176,2,0,0,0.487,0
TX_000150,1475.84,UPI,Gaming,0,1,299,805.68,1.83,1,5,11,1462,19,8.92,0.062,1,0,0,0.408,0
TX_000151,1408.8,NETBANKING,Fashion,5,0,1190,796.9,1.77,1,3,12,909,31,2.72,0.372,1,0,1,0.395,0
TX_000152,1550.68,CARD,Travel,18,0,1080,1252.51,1.24,1,5,12,336,21,0.17,0.183,1,0,0,0.428,0
TX_000153,555.56,UPI,Grocery,5,0,816,382.69,1.45,0,4,16,858,24,83.7,0.096,0,0,0,0.236,0
TX_000154,1383.34,UPI,Gaming,1,0,1215,315.16,4.38,1,5,16,1473,14,15.23,0.079,0,0,0,0.331,0
TX_000155,1470.08,CARD,Grocery,20,0,26,668.91,2.19,2,3,14,682,33,64.32,0.301,0,0,0,0.168,0
TX_000156,536.81,CARD,Travel,14,1,544,421.35,1.27,3,6,12,1301,18,5.52,0.45,0,1,0,0.256,0
TX_000157,7085.28,NETBANKING,Food,20,0,1327,322.44,21.91,2,5,10,1189,22,81.75,0.233,0,0,0,0.393,0
TX_000158,1761.34,CARD,Grocery,19,0,274,1299.42,1.35,4,7,20,1355,14,64.06,0.101,0,0,0,0.119,0
TX_000159,333.18,UPI,Travel,11,1,869,467.5,0.71,1,3,13,80,19,46.01,0.203,0,0,0,0.362,0
TX_000160,2114.46,UPI,Grocery,5,1,1778,273.66,7.7,1,5,14,1268,18,9.31,0.43,0,0,1,0.308,0
TX_000161,413.77,NETBANKING,Electronics,8,0,174,240.92,1.71,1,5,16,1428,21,96.82,0.119,2,0,0,0.435,0
TX_000162,2409.28,UPI,Grocery,17,1,798,692.54,3.47,1,2,10,809,19,106.24,0.184,1,0,0,0.284,0
TX_000163,3493.28,CARD,Gaming,1,1,642,371.86,9.37,1,6,13,1467,23,269.96,0.183,0,0,0,0.119,0
TX_000164,482.66,NETBANKING,Grocery,12,0,1724,859.24,0.56,2,5,10,607,16,7.25,0.23,0,0,0,0.296,0
TX_000165,2873.76,UPI,Food,22,0,1470,438.74,6.54,1,3,12,0,4,20.59,0.222,4,0,0,0.879,1
TX_000166,1657.03,UPI,Travel,23,0,940,430.24,3.84,4,7,18,1499,16,17.0,0.358,2,0,0,0.076,0
TX_000167,2495.04,UPI,Services,18,0,919,465.36,5.35,5,5,14,997,26,23.31,0.273,2,0,0,0.781,0
TX_000168,7308.5,CARD,Food,15,0,402,888.67,8.21,0,5,14,883,25,9.84,0.177,1,0,0,0.178,0
TX_000169,858.01,UPI,Food,11,0,1579,2134.13,0.4,1,6,16,487,29,140.13,0.054,0,0,0,0.321,0
TX_000170,516.08,UPI,Services,7,0,905,903.95,0.57,2,7,13,70,11,51.34,0.121,1,0,0,0.204,0
TX_000171,450.56,UPI,Grocery,1,0,1018,2423.3,0.19,1,4,17,584,20,14.71,0.102,0,0,1,0.081,0
TX_000172,485.02,NETBANKING,Services,18,0,861,861.87,0.56,1,4,14,200,20,95.69,0.167,0,0,0,0.173,0
TX_000173,1015.26,CARD,Travel,2,0,381,544.47,1.86,4,7,15,692,16,121.58,0.472,0,0,0,0.165,0
TX_000174,1542.49,UPI,Electronics,18,0,451,3211.35,0.48,0,0,5,726,25,267.08,0.209,0,0,0,0.39,0
TX_000175,1446.19,NETBANKING,Travel,18,0,753,2540.34,0.57,2,4,9,279,23,45.46,0.107,0,0,0,0.311,0
TX_000176,2507.86,UPI,Fashion,16,0,27,1063.91,2.35,1,6,16,46,12,60.06,0.119,0,0,0,0.086,0
TX_000177,1110.98,UPI,Travel,4,0,617,240.11,4.61,1,3,10,456,15,60.53,0.116,0,0,0,0.264,0
TX_000178,4691.62,CARD,Fashion,13,0,786,302.07,15.48,1,2,9,1295,24,142.49,0.176,1,1,0,0.146,0
TX_000179,841.63,UPI,Fashion,7,0,749,713.29,1.18,3,6,21,926,24,15.44,0.321,0,1,0,0.399,0
TX_000180,16650.06,UPI,Fashion,10,0,745,1255.11,13.26,0,3,8,230,20,5.52,0.05,3,0,0,0.427,0
TX_000181,2050.15,NETBANKING,Food,0,0,1066,181.2,11.25,1,2,8,1090,18,38.79,0.107,1,0,0,0.372,0
TX_000182,465.37,CARD,Grocery,6,0,634,543.54,0.85,0,0,11,788,20,156.76,0.437,0,0,0,0.304,0
TX_000183,375.82,CARD,Electronics,6,0,1419,1269.46,0.3,3,5,10,1268,20,104.44,0.349,2,0,0,0.077,0
TX_000184,1776.63,NETBANKING,Travel,3,1,1095,709.96,2.5,2,7,12,120,20,23.59,0.147,0,0,0,0.457,0
TX_000185,877.03,NETBANKING,Food,5,1,1220,220.53,3.96,1,2,16,697,17,85.55,0.127,2,0,0,0.141,0
TX_000186,2239.48,UPI,Grocery,12,0,98,700.51,3.19,2,5,19,957,20,3.7,0.043,1,0,0,0.243,0
TX_000187,1760.3,UPI,Food,13,0,1737,480.07,3.66,2,4,14,761,19,456.99,0.179,0,0,0,0.108,0
TX_000188,1019.61,UPI,Services,6,1,1143,1278.29,0.8,2,5,11,176,30,73.88,0.235,1,0,0,0.085,0
TX_000189,470.22,UPI,Electronics,17,1,1165,797.38,0.59,3,5,19,526,31,65.54,0.191,1,0,0,0.401,0
TX_000190,241.09,UPI,Gaming,8,0,1574,461.77,0.52,2,2,11,390,33,3.33,0.071,1,0,0,0.09,0
TX_000191,701.69,CARD,Electronics,10,0,890,1286.72,0.54,1,3,9,1167,18,33.52,0.125,1,0,0,0.343,0
TX_000192,2582.2,UPI,Fashion,3,0,1237,1224.34,2.11,2,8,15,1149,17,5.59,0.307,0,0,0,0.255,0
TX_000193,1358.44,UPI,Electronics,19,1,830,1115.92,1.22,0,0,9,655,19,37.12,0.185,0,0,0,0.088,0
TX_000194,315.53,UPI,Travel,12,0,482,1435.15,0.22,0,6,9,1079,23,44.54,0.185,0,0,0,0.23,0
TX_000195,1303.99,CARD,Gaming,10,0,366,427.15,3.05,2,8,15,55,14,30.42,0.042,1,0,0,0.124,0
TX_000196,1612.14,NETBANKING,Electronics,19,1,1604,450.12,3.57,0,0,7,328,16,95.88,0.182,0,0,0,0.279,0
TX_000197,453.11,WALLET,Services,12,1,151,935.42,0.48,1,4,19,1149,16,1.84,0.027,1,0,0,0.54,0
TX_000198,1278.86,UPI,Food,18,0,994,266.34,4.78,1,6,12,143,27,698.33,0.202,0,1,1,0.825,1
TX_000199,1162.36,NETBANKING,Gaming,13,0,346,400.58,2.89,1,4,12,312,17,64.74,0.06,1,0,0,0.444,0
TX_000200,349.68,CARD,Food,2,0,913,784.68,0.45,2,4,9,789,21,0.6,0.215,1,0,0,0.067,0
TX_000201,1568.36,NETBANKING,Grocery,17,1,1001,305.3,5.12,2,7,11,319,22,130.67,0.145,0,0,0,0.06,0
TX_000202,1921.35,CARD,Grocery,22,0,844,1049.47,1.83,0,5,17,840,23,22.02,0.062,1,1,0,0.229,0
TX_000203,3239.1,CARD,Gaming,16,0,1975,378.99,8.52,1,5,14,1159,23,53.21,0.419,1,0,0,0.276,0
TX_000204,3145.73,UPI,Gaming,20,0,837,960.09,3.27,2,6,13,753,16,13.4,0.204,2,0,0,0.488,0
TX_000205,276.53,UPI,Food,6,0,491,416.96,0.66,1,2,6,452,16,38.27,0.167,0,0,0,0.231,0
TX_000206,429.31,NETBANKING,Travel,12,1,993,442.14,0.97,1,6,14,161,19,43.21,0.124,3,0,0,0.294,0
TX_000207,1835.43,CARD,Travel,16,0,1456,132.38,13.76,6,8,15,1280,17,98.32,0.199,0,0,0,0.147,0
TX_000208,1833.14,UPI,Services,4,0,40,502.52,3.64,1,3,10,228,18,4.11,0.073,2,0,0,0.33,0
TX_000209,1835.46,UPI,Electronics,19,0,445,1649.19,1.11,0,2,11,285,11,78.17,0.138,1,0,0,0.231,0
TX_000210,51675.11,UPI,Food,2,1,1257,786.59,65.61,2,5,15,265,12,25.1,0.02,0,0,0,0.131,0
TX_000211,3878.23,UPI,Grocery,23,0,1430,554.92,6.98,5,3,12,0,18,1260.16,0.932,3,0,0,0.864,1
TX_000212,3413.75,WALLET,Travel,17,0,95,332.83,10.23,2,7,18,634,20,108.75,0.157,0,0,0,0.424,0
